Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,175.1564558498048,180.130535743348,175.03826477276814,179.2736053466797,104487900,0.0,0.0
2022-01-04 00:00:00-05:00,179.88430967305115,180.1896466677238,176.4270700806837,176.99835205078125,99310400,0.0,0.0
2022-01-05 00:00:00-05:00,176.9097143418582,177.46129280511917,172.01443293633827,172.29022216796875,94537600,0.0,0.0
2022-01-06 00:00:00-05:00,170.10358129254527,172.66449824336044,169.05952000670638,169.4141082763672,96904000,0.0,0.0
2022-01-07 00:00:00-05:00,170.2907194759508,171.52192660242662,168.45868267057938,169.58154296875,86709100,0.0,0.0
2022-01-10 00:00:00-05:00,166.53799821351467,169.90657902012683,165.64167584177676,169.6012420654297,106765600,0.0,0.0
2022-01-11 00:00:00-05:00,169.72931473020898,172.5463025042741,168.251866022722,172.44781494140625,76138300,0.0,0.0
2022-01-12 00:00:00-05:00,173.47213255290745,174.51619365947167,172.19168932674802,172.89100646972656,74805200,0.0,0.0
2022-01-13 00:00:00-05:00,173.13726523334725,173.96463279369758,169.207246777608,169.6012420654297,84505800,0.0,0.0
2022-01-14 00:00:00-05:00,168.76400102304322,171.16731947360307,168.51775962490194,170.46800231933594,80440800,0.0,0.0
2022-01-18 00:00:00-05:00,168.93147544948147,169.94598900012386,166.86305632994194,167.2471923828125,90956700,0.0,0.0
2022-01-19 00:00:00-05:00,167.4441596508332,168.50792435096446,163.4452015368146,163.7308349609375,94815000,0.0,0.0
2022-01-20 00:00:00-05:00,164.46954831346167,167.12895237315337,161.7116416840332,162.03668212890625,91420500,0.0,0.0
2022-01-21 00:00:00-05:00,161.948052550119,163.82934057400266,159.85993015340483,159.96827697753906,122848900,0.0,0.0
2022-01-24 00:00:00-05:00,157.61421889322165,159.85993953490157,152.3741940430457,159.19015502929688,162294600,0.0,0.0
2022-01-25 00:00:00-05:00,156.58986246979666,160.3130320816547,154.65933787147767,157.37783813476562,115798400,0.0,0.0
2022-01-26 00:00:00-05:00,161.0419017100469,161.9185206349996,155.44730340908694,157.2891845703125,108275300,0.0,0.0
2022-01-27 00:00:00-05:00,160.00766776998708,161.37676943029805,155.90036278905413,156.82623291015625,121954600,0.0,0.0
2022-01-28 00:00:00-05:00,163.21867405473338,167.78891433781348,160.35242023794342,167.7692108154297,179935700,0.0,0.0
2022-01-31 00:00:00-05:00,167.60177625964937,172.36900690059053,166.96153950210208,172.15231323242188,115541600,0.0,0.0
2022-02-01 00:00:00-05:00,171.39389304965644,172.21141646528542,169.71945419941952,171.98487854003906,86213900,0.0,0.0
2022-02-02 00:00:00-05:00,172.1227260203838,173.2357418764412,170.72407677413017,173.1963348388672,84914300,0.0,0.0
2022-02-03 00:00:00-05:00,171.8568306722531,173.5903801202073,169.53231075472087,170.3005828857422,89418100,0.0,0.0
2022-02-04 00:00:00-05:00,169.31434888173808,171.70101602574076,168.3281282613686,170.0145721435547,82465400,0.22,0.0
2022-02-07 00:00:00-05:00,170.4781090348088,171.5530859750052,168.59442390570862,169.29464721679688,77251200,0.0,0.0
2022-02-08 00:00:00-05:00,169.3636694129343,172.93379842849083,169.06780020577847,172.42095947265625,74829200,0.0,0.0
2022-02-09 00:00:00-05:00,173.624125642313,174.21584892548964,172.48996301462873,173.8509521484375,71285000,0.0,0.0
2022-02-10 00:00:00-05:00,171.740460913498,173.06199295380083,169.18615307846505,169.748291015625,90865900,0.0,0.0
2022-02-11 00:00:00-05:00,169.95537916724206,170.6950445361335,165.7244848300059,166.31622314453125,98670700,0.0,0.0
2022-02-14 00:00:00-05:00,165.06374518718007,167.2432994425549,164.26490886935414,166.55294799804688,86185500,0.0,0.0
2022-02-15 00:00:00-05:00,168.61415897724214,170.5668718040179,167.90407884959023,170.40907287597656,62527400,0.0,0.0
2022-02-16 00:00:00-05:00,169.4820270851196,170.95148624304824,167.70682688066015,170.17237854003906,61177400,0.0,0.0
2022-02-17 00:00:00-05:00,168.67331637372143,169.54119536026457,166.148593920359,166.55294799804688,69589300,0.0,0.0
2022-02-18 00:00:00-05:00,167.47998526267858,168.19005023199924,163.89999976005055,164.9947052001953,82772700,0.0,0.0
2022-02-22 00:00:00-05:00,162.7066650116859,164.39310880345576,159.91565899985213,162.05577087402344,91162800,0.0,0.0
2022-02-23 00:00:00-05:00,163.25896256822807,163.86055777694506,157.54875152854794,157.86434936523438,90009200,0.0,0.0
2022-02-24 00:00:00-05:00,150.4775528912148,160.6060434702974,149.90554309201337,160.49755859375,141147500,0.0,0.0
2022-02-25 00:00:00-05:00,161.5823986557421,162.84475996957337,158.65332192247615,162.5784912109375,91974200,0.0,0.0
2022-02-28 00:00:00-05:00,160.81312977852218,163.14061101311182,160.19180598054763,162.84474182128906,95056600,0.0,0.0
2022-03-01 00:00:00-05:00,162.43053332458442,164.30436153424517,159.73815524192204,160.95120239257812,83474400,0.0,0.0
2022-03-02 00:00:00-05:00,162.1248259081163,165.05390269284257,160.70466564297212,164.26492309570312,79724800,0.0,0.0
2022-03-03 00:00:00-05:00,166.14859278080687,166.58253227110222,163.2688303116583,163.939453125,76678400,0.0,0.0
2022-03-04 00:00:00-05:00,162.22346479736376,163.2688564375201,159.8663976874811,160.92164611816406,83737200,0.0,0.0
2022-03-07 00:00:00-05:00,161.10900331605166,162.7461331795691,156.84852295536032,157.10494995117188,96418800,0.0,0.0
2022-03-08 00:00:00-05:00,156.63157344143843,160.6356269387585,153.65318281569205,155.2705841064453,131148300,0.0,0.0
2022-03-09 00:00:00-05:00,159.2549053288054,161.15831899635617,157.2134364216127,160.70465087890625,91454900,0.0,0.0
2022-03-10 00:00:00-05:00,157.99255216069994,158.17993650031536,153.83069962835836,156.33570861816406,105342000,0.0,0.0
2022-03-11 00:00:00-05:00,156.74003933410816,157.08522257805467,152.37108911545272,152.59791564941406,96970100,0.0,0.0
2022-03-14 00:00:00-04:00,149.363120643423,151.99632808258977,148.03173173968258,148.5445556640625,108732100,0.0,0.0
2022-03-15 00:00:00-04:00,148.82067537127918,153.4263385947325,148.3078515188582,152.95294189453125,92964300,0.0,0.0
2022-03-16 00:00:00-04:00,154.8859516763432,157.7952995011899,152.33164387731546,157.3909454345703,102300200,0.0,0.0
2022-03-17 00:00:00-04:00,156.42444041379702,158.78150690189003,155.45794849841772,158.40673828125,75615400,0.0,0.0
2022-03-18 00:00:00-04:00,158.2982571677033,162.21355400714214,157.558591745369,161.72044372558594,123511700,0.0,0.0
2022-03-21 00:00:00-04:00,161.25693812390296,164.0578162946731,160.7638277834303,163.10118103027344,95811400,0.0,0.0
2022-03-22 00:00:00-04:00,163.22937147948255,167.085497764486,162.63764812905904,166.4937744140625,81532000,0.0,0.0
2022-03-23 00:00:00-04:00,165.6752280289511,170.26114846434646,165.33990153945535,167.86463928222656,98062700,0.0,0.0
2022-03-24 00:00:00-04:00,168.70288376922957,171.7404448491393,167.86460533634408,171.67141723632812,90131400,0.0,0.0
2022-03-25 00:00:00-04:00,171.4840781366671,172.8647812422219,170.36964381312524,172.3125,80546200,0.0,0.0
2022-03-28 00:00:00-04:00,169.7975692183627,173.30851153294276,169.62991355148998,173.18031311035156,90371900,0.0,0.0
2022-03-29 00:00:00-04:00,174.25530898228547,176.54333280147108,173.91012577513698,176.49403381347656,100589400,0.0,0.0
2022-03-30 00:00:00-04:00,176.0897160608766,177.13510763706097,174.2652016732486,175.32046508789062,92633200,0.0,0.0
2022-03-31 00:00:00-04:00,175.38948335624858,175.57686769453517,171.99688178536152,172.20399475097656,103049300,0.0,0.0
